Adults,Children,LeadDays,LengthOfStay,ArrivalDate-WeekDay
6,0,84,9,Friday
4,1,0,2,Saturday
6,0,1,4,Saturday
4,0,93,8,Monday
1,0,80,7,Wednesday
5,1,97,2,Tuesday
3,0,0,7,Friday
2,0,55,3,Tuesday
1,0,0,9,Saturday
5,0,63,1,Thursday
1,0,66,2,Saturday
5,0,46,2,Friday
3,0,1,1,Saturday
1,2,0,9,Tuesday
3,2,86,2,Thursday
1,2,59,5,Saturday
2,0,39,3,Monday
5,0,36,7,Saturday
1,0,90,1,Thursday
1,0,9,1,Tuesday
6,1,75,7,Saturday
1,1,24,5,Saturday
3,0,35,7,Friday
1,0,1,3,Thursday
1,2,0,1,Wednesday
1,0,5,7,Thursday
6,0,85,4,Wednesday
2,0,46,6,Thursday
6,0,67,2,Tuesday
1,0,1,6,Sunday
1,0,0,2,Thursday
4,1,15,4,Monday
5,1,59,1,Wednesday
1,2,25,2,Thursday
1,1,39,1,Thursday
1,0,14,2,Friday
1,2,84,1,Saturday
3,0,60,4,Saturday
4,1,77,8,Monday
5,1,1,1,Monday
1,0,63,4,Friday
1,1,83,4,Tuesday
1,1,75,4,Friday
4,2,2,1,Monday
2,2,4,3,Saturday
1,1,85,2,Saturday
4,1,0,1,Sunday
5,0,0,5,Sunday
2,2,3,8,Saturday
1,1,97,1,Friday
3,0,38,1,Friday
2,1,48,1,Wednesday
2,0,53,3,Friday
5,0,19,5,Wednesday
2,0,30,1,Friday
4,2,28,7,Saturday
3,2,62,6,Friday
3,1,4,4,Saturday
1,1,0,4,Friday
1,0,89,7,Thursday
1,0,0,5,Saturday
2,2,5,3,Friday
2,2,17,8,Saturday
4,2,2,3,Tuesday
1,1,14,2,Saturday
1,2,30,5,Saturday
1,0,89,5,Saturday
1,0,13,9,Friday
3,0,30,2,Tuesday
1,1,34,1,Tuesday
6,1,76,4,Sunday
4,0,7,2,Tuesday
1,0,2,1,Monday
6,2,50,3,Sunday
3,1,72,3,Thursday
5,1,80,7,Saturday
2,2,42,7,Saturday
3,1,39,4,Wednesday
5,0,67,4,Monday
6,1,23,8,Friday
1,0,23,7,Tuesday
2,0,6,1,Saturday
6,1,63,7,Saturday
1,2,21,1,Sunday
6,2,32,9,Monday
1,0,1,9,Friday
2,0,7,3,Saturday
2,0,79,1,Friday
2,0,47,5,Wednesday
1,1,60,3,Sunday
1,0,41,1,Sunday
5,0,69,6,Saturday
1,0,51,9,Friday
2,0,36,4,Saturday
6,0,13,3,Saturday
2,1,55,9,Friday
1,1,38,3,Friday
1,1,15,1,Monday
1,0,21,6,Saturday
5,1,34,6,Tuesday
1,1,54,2,Monday
2,1,0,6,Saturday
4,0,73,1,Thursday
5,0,8,1,Thursday
4,1,4,2,Thursday
1,2,76,1,Wednesday
1,0,59,1,Saturday
3,1,17,9,Friday
1,1,1,1,Wednesday
6,1,63,9,Wednesday
2,2,49,3,Saturday
2,1,7,5,Thursday
1,2,53,2,Monday
4,0,57,9,Sunday
3,0,81,2,Wednesday
4,2,65,2,Friday
6,0,51,3,Friday
3,2,73,1,Saturday
4,1,3,2,Thursday
4,0,4,4,Wednesday
3,0,60,1,Sunday
6,2,45,4,Friday
2,0,39,4,Friday
4,2,60,2,Wednesday
4,2,76,1,Thursday
2,0,82,2,Monday
3,1,83,2,Friday
4,0,5,1,Friday
6,2,49,5,Friday
2,1,18,3,Friday
1,2,31,2,Sunday
2,0,28,2,Thursday
4,0,11,1,Friday
6,0,90,1,Thursday
2,0,97,1,Saturday
4,0,83,8,Sunday
6,0,6,3,Saturday
3,1,64,2,Wednesday
1,2,45,2,Monday
2,0,1,9,Saturday
1,2,93,7,Friday
5,1,90,7,Saturday
2,0,92,1,Saturday
4,1,1,3,Wednesday
2,0,81,1,Thursday
5,0,18,1,Saturday
3,0,88,6,Sunday
5,1,9,5,Saturday
1,1,30,2,Saturday
1,0,58,1,Tuesday
4,0,63,5,Thursday
2,1,37,8,Friday
2,2,2,1,Wednesday
2,0,15,8,Thursday
3,2,25,8,Monday
2,2,1,3,Friday
6,1,15,3,Friday
4,1,4,1,Wednesday
1,1,3,6,Monday
1,0,88,5,Sunday
3,0,46,4,Tuesday
3,2,9,1,Friday
4,0,1,2,Saturday
5,1,31,1,Wednesday
1,1,1,9,Friday
3,0,85,1,Monday
4,0,97,3,Wednesday
6,1,25,6,Saturday
3,1,52,1,Monday
2,1,76,7,Saturday
6,1,14,2,Thursday
2,0,59,4,Saturday
2,0,40,1,Tuesday
2,0,27,6,Sunday
1,1,0,1,Friday
4,0,12,8,Wednesday
1,0,83,8,Wednesday
1,0,90,4,Saturday
1,1,16,2,Tuesday
1,0,25,1,Friday
3,0,5,2,Sunday
5,0,98,2,Monday
2,1,6,2,Friday
1,0,0,5,Friday
2,1,69,8,Saturday
3,2,40,9,Saturday
3,0,0,4,Tuesday
6,0,18,9,Saturday
1,0,0,1,Saturday
3,0,41,2,Friday
3,0,2,1,Sunday
2,1,44,9,Saturday
2,0,1,9,Friday
5,0,10,9,Monday
3,2,0,5,Thursday
5,0,77,4,Tuesday
5,0,85,7,Thursday
4,2,35,8,Friday
3,1,39,6,Sunday
3,0,8,1,Thursday
6,1,31,6,Tuesday
5,0,0,1,Thursday
5,0,79,8,Wednesday
5,2,5,8,Friday
3,1,0,3,Sunday
2,0,55,1,Wednesday
1,0,68,1,Saturday
6,0,91,7,Sunday
3,0,55,3,Friday
1,0,13,7,Monday
4,1,84,6,Monday
3,0,46,5,Saturday
5,0,18,2,Wednesday
1,0,59,2,Thursday
6,1,25,1,Saturday
3,1,39,4,Saturday
3,1,40,7,Friday
2,0,4,2,Saturday
1,2,19,1,Thursday
2,0,90,5,Sunday
5,0,33,4,Thursday
6,0,29,3,Saturday
1,0,14,3,Monday
1,2,3,1,Saturday
5,0,3,1,Saturday
4,1,0,1,Saturday
5,2,40,8,Monday
1,0,16,8,Sunday
1,2,82,1,Saturday
3,2,0,3,Wednesday
1,0,2,1,Sunday
2,0,0,1,Saturday
2,0,59,2,Sunday
3,2,83,8,Friday
2,2,24,3,Friday
1,1,25,6,Monday
4,2,2,3,Wednesday
5,0,38,4,Friday
2,0,74,1,Tuesday
4,2,44,8,Saturday
1,0,68,8,Sunday
5,0,89,6,Friday
2,0,33,1,Friday
1,0,21,5,Friday
1,1,69,1,Wednesday
1,0,92,3,Thursday
3,0,2,3,Tuesday
2,1,64,1,Sunday
2,0,87,2,Thursday
2,0,4,2,Friday
1,0,30,3,Monday
2,0,84,2,Sunday
1,1,0,9,Sunday
1,2,82,7,Monday
1,0,27,1,Sunday
4,1,54,9,Sunday
1,0,8,8,Monday
3,0,66,3,Wednesday
3,0,46,9,Thursday
1,0,14,7,Friday
6,1,30,2,Tuesday
1,1,40,8,Monday
6,1,2,2,Sunday
1,1,79,7,Saturday
5,0,78,2,Friday
1,1,92,7,Sunday
1,1,15,3,Tuesday
1,0,78,1,Tuesday
1,0,3,9,Saturday
6,0,0,3,Thursday
1,0,20,2,Saturday
2,0,23,9,Monday
2,0,0,3,Friday
1,0,1,3,Thursday
3,2,53,1,Saturday
5,1,96,3,Friday
6,0,35,4,Wednesday
5,1,100,7,Saturday
2,1,70,6,Friday
6,0,65,3,Friday
1,0,16,2,Friday
2,1,4,8,Tuesday
2,0,7,8,Monday
5,0,4,4,Sunday
1,2,69,3,Friday
1,2,2,1,Saturday
2,2,77,2,Monday
6,1,83,7,Tuesday
2,0,81,1,Tuesday
1,0,0,1,Saturday
2,0,6,2,Friday
3,0,5,4,Wednesday
2,0,54,3,Thursday
2,0,1,1,Thursday
4,0,26,2,Monday
4,0,69,2,Wednesday
1,0,34,4,Sunday
6,2,1,3,Saturday
6,1,11,1,Friday
4,0,47,7,Saturday
5,2,4,8,Thursday
1,0,96,1,Wednesday
3,2,3,6,Monday
1,0,78,3,Thursday
3,1,47,2,Monday
1,0,10,2,Sunday
1,1,0,1,Saturday
6,2,6,1,Saturday
1,1,42,4,Tuesday
1,2,62,1,Wednesday
2,2,70,4,Friday
1,2,18,9,Friday
1,0,4,5,Tuesday
3,0,66,7,Friday
4,0,0,2,Friday
6,1,51,1,Saturday
2,0,0,2,Tuesday
1,2,53,2,Tuesday
2,0,29,2,Sunday
2,2,21,3,Wednesday
1,1,83,7,Friday
2,0,90,9,Saturday
6,1,28,4,Saturday
1,1,20,8,Wednesday
1,1,31,1,Tuesday
1,0,51,2,Saturday
4,0,33,2,Saturday
2,2,22,4,Friday
2,2,4,5,Wednesday
1,0,16,1,Saturday
1,0,18,2,Wednesday
4,0,41,6,Sunday
2,1,28,3,Thursday
1,0,86,8,Saturday
1,1,4,5,Tuesday
3,0,3,4,Thursday
6,1,16,6,Tuesday
1,0,11,2,Monday
5,2,17,1,Saturday
6,1,36,3,Saturday
6,0,22,1,Friday
2,1,11,8,Saturday
3,0,46,3,Saturday
4,0,26,6,Saturday
2,0,87,1,Saturday
3,1,76,6,Friday
5,0,44,3,Thursday
6,0,0,6,Thursday
1,0,0,8,Saturday
5,1,1,1,Saturday
5,2,53,9,Friday
4,1,100,3,Friday
1,1,4,1,Wednesday
1,1,75,6,Sunday
5,1,44,5,Monday
1,0,89,1,Saturday
5,1,42,5,Friday
1,0,19,2,Friday
2,2,91,5,Friday
4,2,21,1,Monday
6,0,47,5,Saturday
2,1,92,8,Friday
4,0,56,2,Thursday
2,0,13,1,Sunday
2,0,20,5,Friday
2,0,18,1,Saturday
1,2,18,3,Sunday
4,0,8,5,Wednesday
1,2,12,7,Wednesday
4,0,0,9,Saturday
1,0,47,2,Sunday
6,0,16,2,Friday
2,0,12,7,Saturday
1,0,89,4,Thursday
4,2,41,2,Saturday
5,0,79,9,Monday
2,0,45,7,Wednesday
1,1,58,8,Friday
4,0,76,3,Saturday
2,0,15,7,Wednesday
1,1,73,1,Tuesday
4,2,97,9,Saturday
1,1,53,2,Monday
2,1,0,6,Tuesday
6,0,4,8,Sunday
2,1,46,8,Friday
1,0,48,6,Monday
2,0,53,8,Saturday
1,0,10,1,Saturday
4,1,37,5,Monday
1,0,88,9,Thursday
1,1,68,3,Wednesday
2,0,29,8,Saturday
5,0,41,8,Saturday
1,1,20,6,Saturday
1,1,6,2,Friday
2,0,71,1,Thursday
3,2,35,5,Sunday
4,0,33,1,Wednesday
3,1,26,3,Friday
3,0,84,2,Tuesday
1,2,6,2,Sunday
2,1,34,4,Tuesday
3,2,79,5,Friday
1,0,36,2,Saturday
1,0,29,7,Sunday
1,0,18,1,Wednesday
1,0,32,3,Saturday
5,1,18,7,Monday
1,0,2,4,Wednesday
2,0,26,3,Friday
2,1,3,2,Friday
5,0,18,3,Friday
1,0,76,1,Friday
4,1,6,2,Saturday
5,0,57,1,Saturday
1,0,1,6,Saturday
2,0,29,1,Friday
4,0,7,8,Friday
4,1,4,3,Friday
1,1,8,2,Friday
6,2,7,1,Thursday
4,1,69,4,Tuesday
1,0,48,1,Sunday
3,0,74,7,Friday
4,0,73,2,Saturday
4,0,22,7,Monday
1,2,34,2,Wednesday
3,0,15,1,Wednesday
1,1,1,1,Saturday
2,0,17,3,Monday
1,1,58,1,Monday
5,1,11,5,Sunday
3,0,27,1,Friday
1,1,11,1,Wednesday
4,0,74,7,Friday
6,0,89,2,Saturday
6,0,0,4,Saturday
1,0,75,2,Wednesday
3,0,94,2,Friday
5,0,32,5,Friday
6,0,64,3,Friday
2,0,14,1,Monday
5,0,0,1,Thursday
3,0,14,4,Monday
1,0,3,2,Friday
5,1,26,2,Saturday
5,0,46,1,Tuesday
6,2,1,2,Friday
5,0,8,4,Saturday
4,0,99,2,Tuesday
2,2,68,5,Friday
2,0,78,7,Friday
6,1,51,2,Wednesday
4,2,0,5,Saturday
2,0,99,6,Tuesday
5,1,80,1,Friday
6,0,60,4,Friday
6,0,27,5,Monday
1,0,15,1,Saturday
1,0,31,7,Saturday
1,1,68,6,Friday
2,1,1,5,Saturday
5,0,58,2,Saturday
6,0,50,2,Saturday
6,0,3,4,Saturday
3,1,32,6,Wednesday
2,2,11,8,Friday
4,1,72,9,Friday
1,0,1,6,Monday
6,0,0,3,Sunday
5,1,80,5,Tuesday
1,1,21,1,Thursday
1,2,38,9,Saturday
1,0,28,2,Friday
1,2,53,7,Friday
6,1,5,6,Saturday
1,0,4,1,Wednesday
1,1,46,4,Monday
3,0,9,1,Saturday
4,0,92,1,Monday
3,0,4,1,Thursday
4,2,14,3,Saturday
2,2,13,9,Monday
1,0,64,3,Saturday
1,0,85,3,Saturday
2,0,35,1,Sunday
1,1,1,3,Friday
1,0,31,1,Saturday
2,0,41,1,Tuesday
1,0,71,4,Tuesday
2,0,75,5,Friday
6,0,77,2,Friday
1,2,77,1,Friday
3,0,74,5,Monday
1,0,98,5,Saturday
4,2,24,4,Sunday
3,2,99,3,Saturday
6,0,19,5,Saturday
5,0,57,1,Friday
1,0,0,1,Thursday
1,0,75,9,Tuesday
1,0,15,1,Saturday
1,0,43,6,Tuesday
4,0,68,9,Monday
6,0,2,7,Saturday
4,1,63,1,Monday
1,0,30,3,Monday
6,2,0,4,Wednesday
4,1,0,3,Wednesday
5,0,18,2,Saturday
4,2,50,1,Wednesday
1,2,0,1,Saturday
4,1,35,2,Friday
2,0,29,5,Wednesday
6,0,46,8,Monday
5,0,36,1,Monday
4,0,40,2,Saturday
2,0,25,7,Thursday
4,0,68,6,Sunday
1,1,97,1,Tuesday
1,0,2,1,Sunday
2,0,0,5,Monday
4,1,0,2,Thursday
2,2,0,1,Saturday
1,1,10,2,Wednesday
4,0,0,5,Saturday
4,0,100,6,Sunday
6,0,62,3,Sunday
2,1,1,4,Saturday
2,1,2,4,Tuesday
4,0,94,4,Saturday
3,0,82,1,Friday
4,1,58,3,Saturday
2,0,66,7,Wednesday
1,1,41,6,Friday
5,0,68,3,Wednesday
6,0,0,1,Thursday
4,1,22,3,Saturday
1,0,0,1,Monday
5,0,39,5,Sunday
1,1,10,2,Saturday
6,0,21,7,Friday
6,0,32,9,Thursday
2,2,65,1,Thursday
6,1,17,6,Monday
1,1,54,1,Friday
5,2,40,7,Wednesday
1,0,66,2,Thursday
6,0,1,3,Friday
3,1,4,6,Sunday
1,0,67,6,Tuesday
1,0,1,2,Friday
3,0,5,7,Saturday
2,1,19,2,Thursday
1,2,37,2,Tuesday
1,0,9,2,Friday
3,1,62,1,Monday
1,1,10,5,Tuesday
1,0,64,2,Monday
1,1,18,3,Friday
4,1,54,1,Sunday
4,1,6,7,Friday
1,0,40,2,Sunday
1,0,91,6,Friday
3,0,93,7,Wednesday
6,0,4,7,Sunday
1,0,7,3,Monday
6,0,80,1,Saturday
3,0,85,7,Friday
2,0,27,9,Friday
1,2,77,1,Saturday
2,1,47,1,Monday
1,0,86,5,Sunday
3,1,2,4,Friday
5,0,93,2,Sunday
5,0,5,2,Friday
2,2,25,5,Friday
6,2,19,2,Monday
5,0,65,9,Tuesday
4,0,71,1,Monday
2,0,94,1,Saturday
3,0,98,1,Sunday
2,2,69,3,Saturday
1,0,45,6,Monday
2,0,15,2,Thursday
2,2,46,1,Wednesday
2,0,20,5,Friday
3,0,96,4,Sunday
1,0,76,6,Sunday
1,0,23,5,Thursday
4,1,62,8,Thursday
2,1,1,5,Monday
1,0,4,7,Saturday
4,0,8,6,Friday
3,1,64,3,Saturday
1,2,16,2,Friday
3,1,94,1,Saturday
6,1,0,1,Friday
4,1,0,7,Saturday
1,0,14,2,Saturday
2,0,24,2,Friday
3,0,72,2,Saturday
4,0,89,1,Thursday
6,0,82,1,Saturday
3,0,82,7,Friday
3,2,43,3,Saturday
1,1,99,1,Saturday
2,1,67,1,Saturday
1,1,6,7,Friday
6,1,36,1,Saturday
4,0,28,1,Sunday
1,0,6,8,Friday
3,2,6,3,Friday
1,0,0,1,Friday
2,0,66,6,Saturday
1,1,81,5,Friday
1,0,53,9,Friday
1,2,38,1,Monday
1,2,29,1,Friday
4,1,24,2,Wednesday
3,0,15,9,Friday
1,1,35,8,Saturday
1,1,53,3,Thursday
1,0,97,4,Saturday
4,2,11,8,Thursday
3,1,98,3,Thursday
4,0,88,1,Thursday
2,2,46,7,Tuesday
1,1,0,6,Tuesday
5,2,0,5,Friday
1,0,73,3,Saturday
4,1,28,8,Friday
3,1,0,2,Friday
5,0,10,1,Saturday
3,2,83,1,Saturday
1,0,96,4,Saturday
1,1,1,1,Saturday
1,0,20,3,Thursday
5,0,0,2,Friday
5,2,8,6,Friday
1,0,47,8,Friday
1,0,25,1,Sunday
2,1,13,4,Thursday
6,2,65,2,Saturday
4,0,51,1,Wednesday
3,2,2,4,Monday
2,0,22,8,Thursday
4,1,0,1,Thursday
2,1,50,1,Friday
4,0,61,1,Saturday
2,1,3,1,Wednesday
4,2,57,4,Friday
3,1,15,4,Tuesday
3,0,9,3,Saturday
4,0,3,9,Tuesday
2,0,24,3,Saturday
4,2,61,8,Monday
6,0,26,1,Saturday
2,0,36,6,Monday
1,0,9,3,Sunday
5,0,18,1,Wednesday
3,2,54,2,Thursday
1,0,10,3,Monday
2,2,86,1,Thursday
2,2,1,4,Tuesday
2,1,33,5,Friday
2,0,17,2,Saturday
3,0,85,5,Friday
1,2,32,1,Saturday
4,2,0,9,Saturday
2,1,28,4,Friday
1,0,82,4,Sunday
2,1,2,7,Saturday
5,0,67,1,Saturday
1,0,94,1,Wednesday
1,0,44,6,Sunday
1,0,19,3,Friday
1,0,52,1,Monday
1,0,26,7,Wednesday
1,0,78,3,Sunday
1,1,42,2,Friday
2,0,30,9,Saturday
1,2,58,1,Thursday
5,1,1,2,Saturday
5,0,72,3,Wednesday
6,0,76,6,Friday
2,0,21,1,Friday
5,1,48,7,Tuesday
1,0,45,3,Sunday
2,1,4,8,Sunday
2,0,35,7,Friday
5,2,85,6,Tuesday
4,0,29,1,Friday
2,2,69,4,Saturday
4,2,13,3,Friday
1,0,61,5,Monday
3,0,73,4,Friday
1,1,17,1,Wednesday
6,1,59,1,Friday
6,1,13,5,Thursday
2,0,56,1,Saturday
5,0,7,9,Wednesday
4,0,5,5,Thursday
2,0,44,1,Tuesday
6,0,3,5,Friday
2,0,0,1,Sunday
5,0,0,4,Friday
5,1,1,1,Thursday
1,0,18,1,Tuesday
4,0,64,5,Saturday
6,0,82,8,Friday
1,0,77,5,Monday
3,0,1,1,Monday
1,1,33,6,Saturday
5,1,1,8,Tuesday
4,2,49,5,Friday
1,0,4,1,Tuesday
3,1,12,5,Friday
3,2,75,7,Friday
2,2,13,6,Monday
2,2,14,1,Friday
2,0,40,4,Saturday
1,2,3,7,Thursday
5,2,51,9,Friday
2,0,18,6,Sunday
2,0,31,1,Saturday
2,2,0,3,Thursday
1,0,59,1,Tuesday
1,2,9,3,Tuesday
1,0,87,3,Wednesday
3,0,94,5,Wednesday
6,2,61,1,Tuesday
3,1,3,2,Saturday
6,2,94,3,Sunday
1,0,6,1,Wednesday
1,2,27,1,Saturday
1,1,87,1,Sunday
6,1,2,1,Wednesday
6,0,54,2,Friday
1,0,71,5,Thursday
4,0,35,1,Friday
1,2,92,3,Friday
6,1,18,9,Tuesday
6,0,6,1,Saturday
1,1,83,8,Saturday
6,2,13,1,Monday
4,2,72,1,Friday
3,0,20,8,Saturday
2,1,41,9,Friday
3,1,7,1,Saturday
1,0,9,6,Tuesday
4,1,5,7,Friday
3,2,91,1,Thursday
1,1,62,6,Sunday
1,1,17,2,Thursday
3,0,20,7,Saturday
3,0,82,7,Thursday
5,2,14,5,Wednesday
5,0,70,7,Friday
4,0,60,9,Monday
2,1,91,2,Saturday
1,0,96,2,Friday
3,2,1,2,Tuesday
2,0,0,9,Saturday
4,0,5,1,Friday
3,0,2,1,Friday
4,0,21,2,Saturday
1,2,72,8,Friday
4,2,53,9,Sunday
6,1,0,1,Monday
6,0,86,9,Saturday
4,1,41,3,Thursday
1,1,61,1,Friday
1,0,89,1,Monday
2,1,1,9,Tuesday
1,0,44,1,Friday
2,0,100,7,Monday
1,1,4,1,Saturday
1,2,3,1,Thursday
2,2,4,9,Monday
2,2,0,3,Monday
5,2,85,2,Saturday
5,0,39,3,Sunday
3,0,7,1,Thursday
2,0,3,5,Wednesday
2,1,21,2,Saturday
6,0,49,3,Friday
2,1,10,1,Sunday
2,0,91,4,Saturday
1,0,42,9,Monday
6,0,3,8,Saturday
6,0,0,1,Thursday
5,0,3,2,Tuesday
1,0,2,8,Saturday
4,0,2,4,Tuesday
3,2,54,2,Friday
1,2,36,2,Saturday
5,1,30,3,Tuesday
2,0,12,7,Friday
1,0,0,6,Friday
4,0,82,5,Monday
1,0,0,3,Thursday
1,0,35,1,Monday
3,0,16,2,Saturday
4,0,95,6,Friday
1,0,2,1,Friday
3,0,98,6,Saturday
1,2,0,1,Thursday
3,1,33,1,Sunday
4,1,79,3,Saturday
1,0,91,8,Friday
1,1,0,7,Sunday
1,0,32,4,Monday
5,2,28,6,Thursday
5,1,1,1,Friday
3,1,4,1,Monday
2,0,66,7,Saturday
1,2,5,3,Friday
1,0,5,4,Wednesday
1,0,2,8,Saturday
1,1,6,8,Sunday
5,0,51,4,Friday
2,0,1,4,Saturday
2,0,74,2,Sunday
1,0,25,9,Friday
1,2,2,6,Saturday
1,0,86,3,Wednesday
3,2,31,5,Saturday
1,1,97,1,Friday
2,1,5,3,Friday
5,0,16,2,Saturday
3,1,25,3,Wednesday
1,2,63,1,Monday
1,1,14,1,Wednesday
1,1,84,3,Saturday
4,0,54,1,Friday
2,2,79,4,Tuesday
2,1,30,7,Sunday
1,0,28,2,Friday
1,0,35,3,Friday
5,2,75,9,Saturday
1,0,1,4,Wednesday
4,0,4,7,Saturday
3,0,1,6,Sunday
5,1,53,4,Tuesday
1,1,85,1,Thursday
2,1,89,5,Thursday
6,0,1,2,Thursday
1,0,73,3,Wednesday
1,2,24,3,Wednesday
2,1,50,1,Friday
6,2,16,1,Sunday
2,0,28,1,Saturday
2,1,36,4,Sunday
1,2,18,6,Tuesday
1,1,4,2,Friday
1,0,18,1,Sunday
4,0,2,1,Wednesday
3,0,0,6,Thursday
1,0,3,3,Friday
3,0,36,2,Monday
1,0,60,3,Tuesday
1,0,19,6,Wednesday
1,0,32,7,Thursday
1,2,20,5,Friday
1,2,11,9,Friday
3,0,24,7,Thursday
6,1,42,4,Friday
1,0,0,3,Monday
4,0,84,5,Tuesday
3,2,18,9,Friday
1,0,59,9,Friday
6,1,63,5,Friday
1,1,6,2,Friday
1,1,92,1,Saturday
1,2,0,2,Sunday
3,0,20,2,Wednesday
1,0,27,1,Thursday
4,1,1,1,Monday
2,0,67,8,Tuesday
4,1,49,6,Friday
2,0,9,2,Friday
4,1,48,1,Tuesday
1,0,8,1,Sunday
6,1,36,5,Friday
5,1,91,1,Sunday
5,0,0,4,Saturday
1,2,0,1,Friday
2,1,0,4,Friday
2,1,54,3,Tuesday
1,0,86,3,Friday
5,1,54,4,Tuesday
3,1,44,7,Tuesday
6,2,47,6,Friday
2,0,29,4,Tuesday
1,1,23,9,Sunday
4,0,42,6,Friday
1,0,31,3,Saturday
1,1,47,5,Thursday
1,1,5,2,Saturday
4,0,0,7,Sunday
2,0,20,1,Saturday
1,0,4,1,Thursday
6,2,57,2,Friday
6,1,42,1,Tuesday
2,0,10,3,Tuesday
2,2,5,1,Wednesday
3,2,15,7,Friday
2,1,68,9,Monday
1,0,59,2,Friday
2,0,33,7,Friday
5,1,1,7,Saturday
4,0,73,3,Tuesday
3,0,68,4,Monday
2,0,41,3,Friday
1,0,78,2,Thursday
6,2,35,1,Thursday
2,0,59,4,Sunday
4,0,0,1,Thursday
3,0,70,2,Thursday
2,2,65,7,Thursday
1,1,14,5,Friday
1,2,11,1,Friday
1,0,22,1,Friday
2,1,96,5,Sunday
1,0,18,5,Friday
4,0,53,3,Thursday
3,1,51,6,Tuesday
2,2,42,7,Sunday
3,0,9,1,Friday
1,0,5,3,Saturday
1,1,0,1,Friday
2,0,0,4,Thursday
5,0,91,3,Saturday
4,2,9,2,Saturday
1,0,13,1,Thursday
6,1,50,5,Monday
2,0,53,1,Thursday
1,2,10,7,Monday
1,2,1,1,Wednesday
4,1,11,1,Sunday
3,2,28,1,Saturday
2,0,47,5,Saturday
4,1,54,1,Tuesday
6,0,12,5,Thursday
2,2,53,1,Sunday
3,0,61,2,Tuesday
5,1,54,3,Friday
1,0,62,1,Friday
4,1,34,5,Tuesday
1,2,97,4,Wednesday
2,1,49,4,Friday
5,1,35,1,Saturday
3,0,1,6,Thursday
1,0,0,3,Saturday
2,1,26,3,Saturday
3,0,5,1,Friday
4,1,65,2,Friday
6,2,49,1,Wednesday
1,1,77,7,Saturday
1,0,20,7,Saturday
4,2,7,1,Friday
1,0,2,7,Saturday
3,0,76,2,Tuesday
4,1,92,3,Saturday
2,0,3,4,Sunday
5,0,44,1,Wednesday
5,0,4,1,Friday
2,0,0,7,Sunday
1,1,42,5,Wednesday
1,2,32,7,Monday
5,2,74,1,Friday
2,0,67,1,Friday
2,0,8,5,Saturday
5,0,30,8,Thursday
1,0,4,5,Thursday
2,2,20,5,Monday
2,0,35,1,Friday
1,0,7,1,Sunday
1,1,84,1,Wednesday
1,2,3,2,Friday
3,0,38,5,Friday
1,0,16,1,Friday
2,0,6,1,Sunday
2,0,89,1,Friday
4,0,10,8,Wednesday
1,0,58,7,Sunday
1,1,78,1,Wednesday
3,2,1,1,Saturday
2,2,73,1,Saturday
1,1,95,1,Tuesday
4,0,35,1,Sunday
3,2,0,4,Saturday
1,1,28,8,Monday
1,0,4,1,Saturday
5,0,73,4,Saturday
1,0,22,1,Sunday
4,0,8,2,Wednesday
2,1,92,1,Saturday
3,1,3,9,Sunday
3,0,14,1,Monday
3,1,20,2,Monday
5,0,1,1,Friday
4,1,4,8,Saturday
5,0,55,2,Wednesday
6,0,1,3,Monday
3,2,71,9,Sunday
6,1,2,7,Wednesday
1,1,0,2,Friday
1,0,34,4,Saturday
4,0,6,2,Saturday
3,2,0,1,Saturday
2,0,0,7,Wednesday
1,0,100,1,Friday
3,1,37,1,Sunday
2,2,3,6,Friday
3,0,4,1,Sunday
5,2,14,1,Sunday
6,1,10,1,Saturday
1,0,75,1,Thursday
4,0,63,7,Saturday
5,0,0,6,Friday
2,2,93,3,Saturday
1,1,81,6,Saturday
2,1,0,5,Friday
6,0,16,1,Tuesday
1,0,20,1,Monday
5,2,32,2,Tuesday
4,1,3,6,Friday
2,2,29,3,Tuesday
1,1,93,4,Saturday
6,0,66,1,Friday
5,2,56,1,Tuesday
3,1,87,1,Sunday
3,0,24,7,Saturday
4,1,99,7,Saturday
2,1,70,1,Saturday
6,2,2,7,Tuesday
2,0,77,1,Thursday
4,1,69,9,Tuesday
1,1,44,6,Wednesday
1,0,4,4,Wednesday
5,1,59,1,Sunday
1,0,100,8,Friday
2,0,44,1,Monday
2,0,90,9,Thursday
1,0,31,1,Thursday
1,1,45,6,Sunday
5,0,9,1,Wednesday
1,0,20,5,Thursday
3,0,17,6,Saturday
2,0,20,2,Saturday
6,0,13,6,Thursday
5,0,57,4,Monday
3,0,61,2,Friday
1,0,10,5,Sunday
1,0,0,2,Tuesday
6,0,16,7,Sunday
2,0,98,1,Thursday
1,0,65,9,Wednesday
6,2,81,9,Tuesday
6,0,15,7,Tuesday
2,1,22,1,Tuesday
4,0,0,2,Monday
4,2,42,9,Wednesday
1,0,96,6,Saturday
5,2,2,2,Sunday
3,0,40,2,Wednesday
1,0,63,8,Saturday
3,1,89,1,Tuesday
1,0,75,1,Wednesday
1,0,34,2,Saturday
1,0,59,4,Tuesday
3,0,60,6,Friday
3,2,73,8,Monday
5,2,13,1,Saturday
1,0,77,5,Friday
3,0,46,3,Friday
4,2,14,2,Tuesday
5,0,19,3,Friday
6,0,21,2,Friday
3,0,21,5,Saturday
6,2,25,9,Friday
4,0,9,4,Saturday
2,1,0,2,Wednesday
