,Adults,Children,LeadDays,LengthOfStay,ArrivalDate-WeekDay,1005,1032,1033,1034,1039,1042,1047,1050,1051,1052,1078,1080,40000,40006,1000,1014,1001
1942,4,2,4,1,Friday,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1943,1,0,0,9,Thursday,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1944,3,1,33,7,Friday,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1945,4,2,62,2,Saturday,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1946,2,1,22,6,Wednesday,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1947,2,0,35,8,Saturday,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1948,1,0,8,8,Tuesday,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1949,5,0,49,5,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1950,2,2,3,9,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1951,1,0,6,1,Wednesday,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1952,2,0,50,5,Thursday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1953,3,0,81,3,Saturday,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1954,3,0,3,9,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1955,5,0,75,7,Tuesday,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1956,1,1,99,9,Thursday,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1957,6,0,19,4,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1958,1,2,90,7,Sunday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1959,4,0,94,4,Sunday,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1960,1,2,58,7,Wednesday,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1961,1,0,11,3,Friday,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,2,1,4,2,Friday,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1963,1,2,56,1,Thursday,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1964,2,0,66,6,Saturday,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1965,4,2,30,3,Tuesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1966,1,2,99,7,Friday,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1967,6,2,1,8,Saturday,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1968,2,0,2,4,Tuesday,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1969,1,0,65,1,Tuesday,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1970,6,0,11,6,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1971,1,0,21,9,Monday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1972,2,0,33,1,Wednesday,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1973,2,2,20,2,Saturday,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
1974,1,1,70,5,Sunday,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1975,2,2,5,7,Tuesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1976,3,0,21,1,Thursday,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,3,1,0,3,Sunday,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1978,1,0,10,9,Tuesday,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1979,1,0,0,1,Monday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1980,6,0,45,5,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1981,2,0,17,2,Thursday,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982,1,0,3,7,Thursday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1983,1,1,61,4,Wednesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1984,2,1,42,8,Saturday,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1985,3,1,49,1,Saturday,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1986,4,1,8,1,Monday,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1987,1,0,58,1,Saturday,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1988,2,1,36,1,Saturday,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1989,4,0,22,1,Sunday,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
1990,6,1,1,3,Saturday,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1991,6,0,53,2,Thursday,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1992,3,1,31,2,Saturday,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1993,3,0,14,2,Saturday,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1994,4,1,11,1,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,1,0,2,3,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1996,1,0,8,1,Tuesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,2,0,0,5,Wednesday,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1998,6,1,71,1,Thursday,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1999,4,2,15,5,Thursday,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2000,6,1,1,1,Tuesday,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2001,2,1,77,5,Wednesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,1,1,92,1,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,1,1,88,1,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,2,1,63,1,Wednesday,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2005,2,1,0,7,Thursday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,1,1,88,6,Wednesday,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2007,5,0,66,1,Wednesday,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2008,1,1,12,2,Tuesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,5,0,95,1,Friday,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2010,4,0,66,7,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2011,1,1,52,5,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2012,5,1,72,8,Monday,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,3,0,2,9,Thursday,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2014,1,2,42,1,Sunday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,1,0,21,2,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,3,2,15,3,Tuesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,1,0,22,5,Thursday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,1,0,0,4,Friday,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,1,0,58,4,Tuesday,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2020,1,0,59,2,Friday,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,1,1,26,1,Wednesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,1,0,17,3,Wednesday,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2023,1,0,59,5,Tuesday,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2024,1,0,17,7,Monday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,3,1,13,7,Tuesday,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2026,5,0,80,1,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2027,1,1,13,7,Saturday,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2028,6,0,25,2,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2029,1,0,2,2,Monday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2030,1,0,26,4,Saturday,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2031,2,1,5,3,Saturday,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2032,1,1,0,7,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2033,5,0,1,3,Monday,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2034,4,0,57,1,Saturday,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2035,1,0,5,4,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2036,5,0,12,7,Sunday,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2037,2,1,63,4,Thursday,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2038,3,1,58,8,Wednesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2039,3,0,5,2,Friday,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2040,2,0,7,7,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2041,4,1,34,1,Wednesday,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2042,1,2,25,8,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2043,3,2,0,1,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2044,3,1,16,9,Wednesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2045,4,2,12,2,Thursday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2046,4,1,66,7,Monday,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2047,1,0,0,3,Thursday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2048,1,1,1,1,Friday,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2049,2,1,0,1,Tuesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2050,3,0,57,7,Sunday,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2051,2,1,51,6,Wednesday,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2052,1,0,5,2,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2053,5,1,23,4,Monday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2054,1,0,61,2,Monday,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2055,3,0,2,5,Saturday,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2056,4,0,90,3,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2057,5,0,2,9,Saturday,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2058,2,0,69,4,Monday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2059,6,0,40,1,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2060,2,0,0,7,Tuesday,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2061,2,0,0,1,Tuesday,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2062,3,2,88,7,Wednesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2063,6,0,88,1,Thursday,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2064,1,0,11,1,Friday,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2065,6,1,96,1,Thursday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2066,6,0,34,1,Monday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2067,2,0,84,4,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2068,3,1,46,1,Monday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2069,3,1,10,7,Friday,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2070,2,1,16,3,Saturday,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2071,1,1,7,5,Sunday,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2072,6,0,6,2,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2073,2,1,16,8,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2074,1,1,0,1,Thursday,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2075,3,1,29,4,Friday,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
2076,6,0,54,1,Friday,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2077,4,0,45,4,Friday,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
2078,1,0,47,5,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2079,2,2,16,1,Thursday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2080,1,1,69,1,Saturday,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2081,1,2,89,3,Wednesday,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2082,1,1,94,2,Saturday,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2083,4,0,98,5,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2084,1,0,77,2,Friday,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2085,5,0,41,1,Monday,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2086,2,1,73,4,Friday,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2087,2,0,0,3,Friday,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2088,1,2,15,2,Saturday,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2089,2,1,100,3,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2090,3,0,70,2,Wednesday,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2091,5,0,8,3,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2092,1,1,12,3,Sunday,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2093,1,0,23,9,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2094,3,1,42,3,Tuesday,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
2095,4,0,2,1,Friday,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2096,2,1,6,1,Saturday,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
2097,5,2,68,5,Sunday,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2098,4,0,81,4,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2099,3,2,38,8,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,3,0,9,9,Thursday,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2101,2,0,29,5,Wednesday,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2102,3,1,36,5,Friday,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
2103,6,0,3,9,Friday,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2104,3,1,23,1,Sunday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2105,2,2,11,1,Saturday,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
2106,1,0,35,3,Tuesday,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2107,4,0,13,1,Sunday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2108,6,0,11,5,Friday,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
2109,5,0,28,9,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2110,1,2,36,2,Friday,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2111,2,0,2,6,Sunday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2112,4,0,24,3,Monday,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2113,5,1,26,2,Sunday,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2114,6,2,39,8,Sunday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2115,6,1,75,1,Friday,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
2116,6,0,17,4,Friday,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2117,3,2,84,1,Sunday,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2118,6,1,30,5,Saturday,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0
2119,2,1,15,1,Sunday,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2120,2,0,0,2,Saturday,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2121,1,2,0,4,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2122,1,2,12,1,Monday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2123,2,0,41,9,Saturday,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2124,5,0,37,4,Friday,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
2125,6,0,0,1,Wednesday,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2126,2,1,10,4,Friday,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2127,2,1,71,3,Wednesday,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2128,2,0,17,4,Wednesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2129,1,1,34,3,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2130,2,0,12,2,Thursday,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2131,2,0,84,2,Friday,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2132,2,0,41,3,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2133,1,1,22,9,Thursday,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2134,6,0,69,3,Saturday,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
2135,2,0,32,1,Tuesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2136,1,0,9,4,Friday,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2137,3,0,37,6,Thursday,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2138,3,1,0,1,Sunday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2139,4,0,18,8,Friday,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2140,3,0,2,5,Saturday,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2141,1,0,26,1,Monday,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2142,4,1,89,1,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2143,1,0,71,7,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2144,6,2,100,9,Saturday,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2145,6,0,7,7,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2146,6,0,91,9,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2147,2,1,37,5,Saturday,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2148,1,0,9,7,Wednesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2149,2,0,3,9,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2150,5,0,4,1,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2151,4,0,49,9,Wednesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2152,1,1,7,4,Tuesday,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2153,5,1,31,4,Wednesday,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2154,5,2,35,7,Friday,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2155,5,0,0,7,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2156,4,1,20,3,Thursday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2157,2,1,97,3,Saturday,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2158,5,1,27,6,Monday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2159,1,0,48,1,Wednesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2160,1,1,0,3,Monday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2161,5,2,10,9,Saturday,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2162,1,0,0,9,Sunday,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2163,4,2,35,4,Friday,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2164,2,2,2,8,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2165,5,0,90,2,Friday,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2166,3,2,37,7,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2167,4,1,91,3,Wednesday,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
2168,2,0,8,4,Saturday,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2169,5,0,23,2,Saturday,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2170,2,0,30,2,Saturday,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2171,1,2,1,2,Monday,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2172,1,0,63,1,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2173,6,0,27,7,Thursday,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2174,1,0,22,9,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2175,1,0,47,5,Friday,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2176,6,1,88,5,Tuesday,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2177,3,0,32,2,Friday,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2178,2,0,0,1,Sunday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2179,1,0,32,3,Tuesday,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2180,5,1,1,2,Sunday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2181,4,0,12,5,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2182,1,0,0,9,Saturday,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2183,2,0,24,6,Thursday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2184,5,0,0,1,Saturday,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2185,1,0,32,2,Sunday,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2186,3,2,3,1,Saturday,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2187,4,2,12,2,Saturday,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2188,2,0,20,3,Monday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2189,3,0,2,1,Friday,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2190,4,1,84,4,Tuesday,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2191,3,0,1,2,Sunday,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2192,1,0,58,5,Friday,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2193,4,0,42,1,Friday,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2194,6,0,3,3,Friday,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2195,2,2,65,3,Friday,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2196,3,1,2,1,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2197,4,0,29,1,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2198,4,0,6,7,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2199,5,0,2,6,Thursday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2200,1,0,3,7,Friday,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2201,1,0,52,7,Friday,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2202,3,0,16,9,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2203,3,1,73,3,Sunday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2204,5,0,6,5,Friday,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2205,4,0,46,6,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
2206,5,1,38,6,Friday,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2207,2,0,2,2,Sunday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2208,2,0,27,3,Friday,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
2209,4,2,2,5,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2210,4,1,37,2,Thursday,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2211,4,2,16,6,Saturday,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2212,1,1,8,7,Thursday,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2213,4,0,49,2,Saturday,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2214,3,0,97,3,Friday,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
2215,4,0,31,1,Sunday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2216,2,1,68,2,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2217,1,0,75,9,Friday,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2218,2,0,0,8,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2219,4,0,18,6,Thursday,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2220,1,0,11,6,Wednesday,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
