ArrivalDate-Weekday;Arrival-Month;channel-id;LeadDays;lang-id;nights-qty;room-qty;adult-qty;child-qty;infant-qty
TUESDAY  ;2;7;9;1;1;1;2;0;0
FRIDAY   ;4;7;11;1;1;1;2;0;0
SUNDAY   ;1;7;3;1;1;1;1;0;0
THURSDAY ;9;7;7;1;3;1;1;0;0
SATURDAY ;9;7;40;1;5;1;2;0;0
MONDAY   ;9;7;0;1;5;1;2;0;0
FRIDAY   ;8;7;25;1;7;1;2;0;0
THURSDAY ;6;7;71;1;4;1;2;0;0
SUNDAY   ;5;7;8;1;6;1;2;0;0
TUESDAY  ;5;13;4;1;1;1;1;0;0
MONDAY   ;4;7;5;1;1;1;1;0;0
SUNDAY   ;1;7;31;1;1;1;1;0;0
SUNDAY   ;8;6;37;1;2;1;2;0;0
MONDAY   ;4;6;4;1;1;1;2;0;0
WEDNESDAY;4;6;1;1;1;1;2;0;0
FRIDAY   ;4;6;71;1;2;1;2;0;0
SATURDAY ;6;7;0;1;1;1;1;0;0
FRIDAY   ;9;7;55;1;5;1;2;0;0
FRIDAY   ;6;6;4;1;1;1;2;0;0
TUESDAY  ;3;7;2;1;1;1;2;0;0
SATURDAY ;6;7;0;1;1;1;1;0;0
MONDAY   ;7;3;26;1;2;1;2;0;0
SATURDAY ;2;6;4;1;1;1;2;0;0
THURSDAY ;11;7;6;1;4;1;1;0;0
MONDAY   ;10;7;18;1;5;1;1;0;0
SUNDAY   ;5;7;65;1;3;1;1;0;0
FRIDAY   ;10;6;17;1;2;1;2;0;0
SATURDAY ;5;6;0;1;1;1;2;0;0
FRIDAY   ;2;6;41;1;2;1;2;0;0
TUESDAY  ;5;7;13;1;3;1;2;1;0
MONDAY   ;3;6;0;1;2;1;2;0;0
THURSDAY ;2;7;22;1;1;1;1;0;0
MONDAY   ;3;7;6;1;2;1;1;0;0
MONDAY   ;6;13;45;1;5;1;1;0;0
THURSDAY ;1;7;7;1;1;1;1;0;0
THURSDAY ;3;7;0;1;1;1;2;0;0
SATURDAY ;2;6;1;1;1;1;1;0;0
SUNDAY   ;4;7;0;1;2;1;3;0;0
THURSDAY ;9;7;8;1;3;1;1;0;0
MONDAY   ;6;7;1;1;1;1;1;0;0
SATURDAY ;1;7;10;1;1;1;2;0;0
SATURDAY ;2;6;17;1;1;1;2;0;0
MONDAY   ;8;7;42;1;4;1;2;0;0
TUESDAY  ;4;7;14;1;4;1;1;0;0
SATURDAY ;8;6;29;1;7;1;2;0;0
SATURDAY ;6;7;18;1;1;1;2;0;0
SUNDAY   ;6;7;2;1;2;1;1;0;0
SATURDAY ;9;6;96;1;1;1;2;0;0
TUESDAY  ;4;6;51;1;4;1;1;0;0
SUNDAY   ;6;6;32;1;1;1;2;0;0
SATURDAY ;7;6;2;1;1;1;2;0;0
FRIDAY   ;4;7;46;1;9;1;1;0;0
SUNDAY   ;1;7;0;1;1;1;2;0;0
TUESDAY  ;9;13;42;1;1;1;1;0;0
SATURDAY ;2;6;65;1;5;1;2;0;0
TUESDAY  ;5;6;0;1;1;1;2;0;0
SATURDAY ;9;6;23;1;1;1;2;0;0
MONDAY   ;3;7;19;1;1;1;1;0;0
SATURDAY ;4;6;60;1;4;1;1;0;0
SUNDAY   ;7;7;10;1;6;1;1;0;0
THURSDAY ;9;6;1;1;1;1;2;0;0
FRIDAY   ;10;7;16;1;1;1;1;0;0
TUESDAY  ;4;7;12;1;4;1;2;0;0
SUNDAY   ;5;7;6;1;5;1;1;0;0
WEDNESDAY;1;7;7;1;2;1;1;0;0
TUESDAY  ;2;13;81;1;5;1;2;0;0
WEDNESDAY;10;6;23;1;2;1;2;0;0
TUESDAY  ;6;13;6;1;1;1;1;0;0
FRIDAY   ;7;6;182;1;1;1;2;0;0
WEDNESDAY;10;7;20;1;3;1;1;0;0
WEDNESDAY;1;7;7;1;2;1;1;0;0
SATURDAY ;5;6;9;1;1;1;1;0;0
TUESDAY  ;4;7;1;1;1;1;1;0;0
SUNDAY   ;9;7;13;1;5;1;1;0;0
THURSDAY ;10;7;5;1;1;1;1;0;0
SUNDAY   ;10;7;45;1;3;1;1;0;0
SATURDAY ;9;7;116;1;2;1;2;0;0
SATURDAY ;3;13;14;1;1;1;1;0;0
SATURDAY ;8;6;9;1;4;1;2;0;0
FRIDAY   ;1;7;2;1;8;1;1;0;0
SATURDAY ;8;7;14;1;4;1;3;0;0
SUNDAY   ;3;7;12;1;4;1;1;0;0
SUNDAY   ;6;7;0;1;3;1;1;0;0
SATURDAY ;2;7;94;1;1;1;2;0;0
MONDAY   ;8;7;47;1;3;1;1;0;0
FRIDAY   ;5;7;4;1;3;1;1;0;0
THURSDAY ;3;6;2;1;1;1;2;0;0
WEDNESDAY;6;13;19;1;1;1;1;0;0
THURSDAY ;7;7;22;1;3;1;2;0;0
SUNDAY   ;3;7;27;1;5;1;1;0;0
FRIDAY   ;4;7;11;1;1;1;1;0;0
THURSDAY ;1;7;20;1;1;1;2;0;0
WEDNESDAY;10;7;15;1;1;1;1;0;0
SUNDAY   ;6;7;4;1;4;1;2;0;0
TUESDAY  ;7;7;25;1;4;1;2;0;0
FRIDAY   ;5;6;46;1;4;1;2;0;0
WEDNESDAY;9;6;40;1;4;1;2;0;0
TUESDAY  ;2;6;5;1;3;1;2;0;0
MONDAY   ;7;6;0;1;1;1;3;0;0
THURSDAY ;8;6;0;1;1;1;2;0;0
WEDNESDAY;5;7;243;1;2;1;1;0;0
THURSDAY ;8;7;14;1;4;1;1;0;0
SATURDAY ;2;7;1;1;1;1;1;0;0
SUNDAY   ;7;7;20;1;3;1;1;0;0
MONDAY   ;3;6;0;1;1;1;1;0;0
SUNDAY   ;7;13;82;1;2;1;3;0;0
SATURDAY ;2;7;10;1;1;1;1;0;0
FRIDAY   ;1;7;29;1;2;1;1;0;0
TUESDAY  ;4;7;14;1;5;1;1;0;0
SATURDAY ;7;7;0;1;1;1;3;0;0
TUESDAY  ;8;7;8;1;5;1;1;2;0
FRIDAY   ;3;6;0;1;1;1;2;0;0
FRIDAY   ;4;6;2;1;1;1;2;0;0
WEDNESDAY;10;7;5;1;1;1;1;0;0
MONDAY   ;8;7;5;1;3;1;1;0;0
FRIDAY   ;1;7;8;1;1;1;1;0;0
WEDNESDAY;9;13;5;1;1;1;1;0;0
WEDNESDAY;3;7;5;1;3;1;1;0;0
THURSDAY ;3;13;8;1;3;1;1;0;0
MONDAY   ;5;7;174;1;4;1;1;0;0
SATURDAY ;7;7;4;1;6;1;1;0;0
SUNDAY   ;3;7;6;1;3;1;1;0;0
THURSDAY ;2;7;7;1;5;1;2;0;0
THURSDAY ;5;7;1;1;1;1;1;0;0
THURSDAY ;8;6;66;1;1;1;2;0;0
FRIDAY   ;2;6;8;1;2;1;2;0;0
THURSDAY ;12;7;59;1;2;1;1;0;0
WEDNESDAY;9;13;0;1;1;1;1;0;0
SUNDAY   ;2;7;1;1;7;1;1;0;0
SATURDAY ;2;6;46;1;7;1;2;0;0
SATURDAY ;8;7;30;1;3;1;1;0;0
MONDAY   ;6;7;3;1;2;1;1;0;0
FRIDAY   ;2;7;20;1;3;1;2;0;0
MONDAY   ;3;6;0;1;1;1;2;0;0
SUNDAY   ;7;6;0;1;1;1;1;0;0
FRIDAY   ;7;7;25;1;5;1;2;0;0
MONDAY   ;2;7;6;1;1;1;1;0;0
THURSDAY ;9;6;91;1;3;1;2;0;0
TUESDAY  ;4;7;12;1;1;1;1;0;0
SUNDAY   ;7;7;5;1;7;1;2;0;0
WEDNESDAY;5;7;49;1;3;1;1;0;0
MONDAY   ;7;6;83;1;2;1;2;1;0
WEDNESDAY;10;7;6;1;4;1;1;0;0
SATURDAY ;8;7;16;1;4;1;2;0;0
THURSDAY ;1;7;2;1;1;1;1;0;0
SATURDAY ;7;6;87;1;2;1;2;0;0
FRIDAY   ;1;7;113;1;8;1;2;0;0
WEDNESDAY;10;13;79;1;2;1;1;0;0
WEDNESDAY;1;7;26;1;2;5;1;0;0
THURSDAY ;7;7;10;1;4;1;2;0;0
TUESDAY  ;7;6;20;1;3;1;2;1;0
SATURDAY ;3;7;5;1;2;1;2;0;0
SUNDAY   ;4;7;0;1;2;1;1;0;0
WEDNESDAY;10;7;6;1;4;1;1;0;0
THURSDAY ;4;7;13;1;2;1;2;0;0
TUESDAY  ;6;7;35;1;1;1;1;0;0
SUNDAY   ;6;7;38;1;2;1;1;0;0
WEDNESDAY;3;6;11;1;3;1;2;0;0
WEDNESDAY;9;6;30;1;3;1;2;0;0
SUNDAY   ;2;7;5;1;2;1;1;0;0
TUESDAY  ;2;7;5;1;1;1;1;0;0
SATURDAY ;2;7;4;1;3;1;2;0;0
WEDNESDAY;10;13;0;1;2;1;1;0;0
THURSDAY ;5;7;8;1;1;1;1;0;0
SUNDAY   ;4;6;5;1;1;1;1;0;0
SUNDAY   ;1;7;2;1;3;1;1;0;0
TUESDAY  ;8;6;4;1;1;1;1;0;0
MONDAY   ;2;7;35;1;3;1;2;0;0
SUNDAY   ;4;13;27;1;2;1;1;0;0
TUESDAY  ;4;7;12;1;1;1;1;0;0
THURSDAY ;8;6;24;1;2;1;2;0;0
WEDNESDAY;7;6;12;1;4;1;2;0;0
TUESDAY  ;5;13;32;1;2;1;1;0;0
WEDNESDAY;6;7;16;1;1;1;1;0;0
MONDAY   ;6;6;61;1;4;1;2;0;0
FRIDAY   ;4;7;0;1;2;1;1;0;0
FRIDAY   ;6;7;28;1;5;1;1;0;0
FRIDAY   ;5;7;2;1;1;1;2;0;0
FRIDAY   ;4;7;11;1;1;1;1;0;0
SUNDAY   ;8;6;37;1;2;1;2;0;0
THURSDAY ;2;7;8;1;3;1;1;0;0
MONDAY   ;1;7;5;1;1;1;1;0;0
TUESDAY  ;8;7;50;1;9;1;3;0;0
MONDAY   ;2;7;2;1;1;1;1;0;0
WEDNESDAY;3;7;8;1;1;1;1;0;0
FRIDAY   ;6;13;23;1;2;1;1;0;0
SUNDAY   ;1;7;10;1;2;1;1;0;0
SATURDAY ;5;6;0;1;1;1;2;0;0
SATURDAY ;7;7;19;1;6;1;1;0;0
SATURDAY ;4;6;0;1;1;1;2;0;0
WEDNESDAY;10;7;2;1;1;1;1;0;0
THURSDAY ;9;7;0;1;3;1;1;0;0
WEDNESDAY;6;13;79;1;2;1;1;0;0
THURSDAY ;2;13;8;1;1;1;1;0;0
WEDNESDAY;6;13;20;1;2;1;1;0;0
WEDNESDAY;6;7;61;1;2;1;2;0;0
MONDAY   ;8;6;47;1;1;1;2;0;0
SATURDAY ;8;6;68;1;3;1;2;0;0
MONDAY   ;10;13;11;1;2;1;1;0;0
WEDNESDAY;10;7;37;1;1;1;1;0;0
TUESDAY  ;10;7;41;1;2;1;1;0;0
FRIDAY   ;9;7;16;1;1;1;1;0;0
SATURDAY ;6;13;1;1;1;1;2;0;0
SATURDAY ;5;7;0;1;1;1;1;0;0
SUNDAY   ;9;6;1;1;1;1;2;0;0
WEDNESDAY;5;6;1;1;3;1;2;0;0
WEDNESDAY;1;7;26;1;4;1;2;0;0
FRIDAY   ;5;6;2;1;1;1;1;0;0
SUNDAY   ;12;6;91;1;4;1;3;0;0
WEDNESDAY;4;7;12;1;4;1;1;0;0
SATURDAY ;7;7;0;1;1;1;1;0;0
SATURDAY ;11;7;9;1;3;1;1;0;0
TUESDAY  ;8;7;5;1;1;1;2;0;0
THURSDAY ;7;6;79;1;1;1;2;0;0
TUESDAY  ;4;7;26;1;2;1;1;0;0
TUESDAY  ;6;6;22;1;2;1;1;2;0
MONDAY   ;5;7;61;1;4;1;2;0;0
WEDNESDAY;6;13;82;1;2;1;1;0;0
THURSDAY ;5;7;1;1;7;1;1;0;0
WEDNESDAY;1;7;40;1;2;1;2;0;0
WEDNESDAY;12;7;5;1;2;1;1;0;0
FRIDAY   ;6;7;7;1;2;1;3;0;0
MONDAY   ;6;7;17;1;2;1;1;0;0
MONDAY   ;3;7;7;1;4;1;2;0;0
TUESDAY  ;7;7;4;1;2;1;1;0;0
WEDNESDAY;8;7;147;1;2;1;2;0;0
TUESDAY  ;11;7;27;1;3;1;1;0;0
MONDAY   ;1;7;3;1;5;1;2;0;0
SATURDAY ;8;6;0;1;1;1;2;0;0
FRIDAY   ;1;7;0;1;1;1;2;0;0
WEDNESDAY;6;13;40;1;1;1;1;0;0
MONDAY   ;10;7;46;1;2;1;1;0;0
MONDAY   ;9;7;142;1;5;1;2;0;0
SUNDAY   ;8;7;0;1;1;1;2;0;0
WEDNESDAY;10;7;0;1;2;1;1;0;0
FRIDAY   ;3;7;0;1;3;1;2;0;0
SATURDAY ;9;6;23;1;1;1;2;0;0
WEDNESDAY;6;6;58;1;3;1;2;0;0
MONDAY   ;1;7;1;1;2;1;1;0;0
FRIDAY   ;2;7;25;1;2;1;2;1;0
WEDNESDAY;8;6;8;1;3;1;2;0;0
SUNDAY   ;2;7;0;1;3;1;2;0;0
WEDNESDAY;9;6;52;1;4;1;2;0;0
WEDNESDAY;4;7;5;1;4;1;2;0;0
MONDAY   ;3;1;3;1;1;1;1;0;0
MONDAY   ;7;1;48;1;7;1;2;0;0
THURSDAY ;8;1;19;1;1;1;2;1;0
SUNDAY   ;7;1;1;1;1;1;1;0;0
SUNDAY   ;8;1;116;1;6;1;1;0;0
SUNDAY   ;10;1;72;1;3;1;1;0;0
WEDNESDAY;10;7;7;1;4;1;2;0;0
SATURDAY ;10;7;32;1;5;1;1;0;0
MONDAY   ;8;7;5;1;3;1;1;0;0
MONDAY   ;10;13;32;1;2;1;1;0;0
TUESDAY  ;1;6;156;1;5;1;2;0;0
MONDAY   ;1;6;78;1;4;1;2;0;0
MONDAY   ;1;6;63;1;3;1;2;0;0
SATURDAY ;1;6;38;1;6;1;2;0;0
MONDAY   ;1;6;39;1;2;1;2;0;0
MONDAY   ;1;6;31;1;6;1;2;0;0
TUESDAY  ;1;6;24;1;4;1;1;1;0
MONDAY   ;1;6;21;1;7;1;2;0;0
MONDAY   ;1;6;20;1;7;1;2;0;0
THURSDAY ;1;6;28;1;3;1;2;0;0
SATURDAY ;1;6;37;1;5;1;1;0;0
FRIDAY   ;1;6;20;1;4;1;1;0;0
MONDAY   ;1;6;27;1;4;1;1;0;0
SUNDAY   ;1;6;12;1;5;1;2;0;0
FRIDAY   ;1;6;15;1;5;1;2;0;0
THURSDAY ;1;6;8;1;6;1;2;0;0
THURSDAY ;1;6;8;1;5;1;1;0;0
TUESDAY  ;1;6;20;1;4;1;2;0;0
SATURDAY ;1;6;17;1;1;1;1;0;0
FRIDAY   ;1;6;22;1;2;1;2;0;0
MONDAY   ;1;6;18;1;2;1;2;0;0
FRIDAY   ;1;6;22;1;4;1;1;0;0
SUNDAY   ;1;13;10;1;3;1;1;0;0
SUNDAY   ;2;6;19;1;4;1;2;0;0
FRIDAY   ;1;6;0;1;2;1;2;0;0
FRIDAY   ;1;6;5;1;2;1;1;0;0
THURSDAY ;2;6;8;1;4;1;1;0;0
SUNDAY   ;2;6;1;1;6;1;2;0;0
MONDAY   ;4;6;260;1;3;1;2;0;0
SATURDAY ;4;6;133;1;2;1;2;0;0
SUNDAY   ;2;6;25;1;3;1;2;0;0
MONDAY   ;9;13;24;1;2;1;1;0;0
WEDNESDAY;6;13;22;1;2;1;1;0;0
FRIDAY   ;8;6;1;1;2;1;2;0;0
WEDNESDAY;5;6;20;1;5;1;2;0;0
THURSDAY ;6;6;30;1;7;1;3;0;0
TUESDAY  ;5;6;20;1;6;1;1;0;0
WEDNESDAY;10;6;13;1;3;1;2;0;0
MONDAY   ;9;6;9;1;7;1;2;0;0
WEDNESDAY;11;6;38;1;4;1;2;0;0
SUNDAY   ;7;6;39;1;3;1;2;0;0
WEDNESDAY;11;6;31;1;3;1;1;0;0
WEDNESDAY;11;6;16;1;4;1;2;0;0
MONDAY   ;7;6;7;1;3;1;2;0;0
TUESDAY  ;7;6;77;1;7;1;1;0;0
SATURDAY ;11;6;33;1;5;1;2;0;0
WEDNESDAY;12;6;67;1;3;1;2;0;0
FRIDAY   ;6;6;37;1;4;1;1;0;0
THURSDAY ;5;6;41;1;7;1;2;0;0
WEDNESDAY;10;6;10;1;3;1;2;0;0
THURSDAY ;4;6;53;1;7;1;2;0;0
THURSDAY ;9;6;75;1;5;1;1;0;0
SUNDAY   ;11;6;105;1;4;1;2;0;0
SATURDAY ;9;6;28;1;7;1;2;0;0
SUNDAY   ;10;6;38;1;3;1;2;0;0
TUESDAY  ;3;6;14;1;3;1;1;0;0
FRIDAY   ;4;6;17;1;3;1;2;0;0
MONDAY   ;9;6;22;1;3;1;2;0;0
MONDAY   ;8;6;44;1;6;1;2;0;0
SUNDAY   ;10;6;29;1;7;1;3;0;0
FRIDAY   ;3;6;20;1;6;1;2;0;0
TUESDAY  ;9;6;23;1;7;1;2;0;0
THURSDAY ;3;6;18;1;7;1;1;0;0
SUNDAY   ;9;6;16;1;4;1;3;0;0
SUNDAY   ;5;6;31;1;3;1;2;0;0
SATURDAY ;10;6;205;1;2;1;2;0;0
MONDAY   ;9;6;5;1;3;1;2;0;0
THURSDAY ;5;6;12;1;4;1;2;0;0
THURSDAY ;9;6;33;1;5;1;2;0;0
SUNDAY   ;8;6;30;1;2;1;2;0;0
WEDNESDAY;9;6;45;1;4;1;2;0;0
FRIDAY   ;3;6;13;1;2;1;2;0;0
FRIDAY   ;5;6;52;1;2;1;2;0;0
WEDNESDAY;4;6;44;1;4;1;2;0;0
TUESDAY  ;1;7;26;1;5;1;1;0;0
TUESDAY  ;1;7;32;1;5;1;1;0;0
MONDAY   ;1;7;48;1;3;1;2;0;0
MONDAY   ;9;6;32;1;7;1;3;0;0
FRIDAY   ;9;6;51;1;6;1;1;0;0
TUESDAY  ;9;6;18;1;3;1;2;0;0
SATURDAY ;9;6;82;1;3;1;2;0;0
THURSDAY ;6;6;3;1;4;1;2;0;0
TUESDAY  ;3;6;21;1;4;1;2;0;0
SUNDAY   ;9;6;12;1;3;1;2;0;0
FRIDAY   ;8;6;10;1;7;1;1;0;0
SATURDAY ;9;6;59;1;3;1;2;0;0
MONDAY   ;8;6;1;1;6;1;2;0;0
WEDNESDAY;1;7;0;1;2;1;1;0;0
THURSDAY ;10;6;14;1;4;1;2;0;0
TUESDAY  ;9;6;42;1;6;1;2;0;0
SATURDAY ;8;6;0;1;5;1;1;0;0
MONDAY   ;12;7;94;1;5;1;2;0;0
THURSDAY ;5;6;2;1;4;1;2;0;0
MONDAY   ;6;6;7;1;3;1;2;0;0
THURSDAY ;8;6;2;1;2;1;2;0;0
WEDNESDAY;7;6;31;1;4;1;2;0;0
MONDAY   ;10;13;6;1;2;1;1;0;0
SATURDAY ;5;6;27;1;4;1;2;0;0
FRIDAY   ;3;6;2;1;3;1;1;0;0
THURSDAY ;4;6;22;1;4;1;2;0;0
SUNDAY   ;7;6;16;1;3;1;2;0;0
FRIDAY   ;6;6;40;1;5;1;1;0;0
TUESDAY  ;6;13;33;1;5;1;2;0;0
SATURDAY ;6;13;31;1;3;1;2;0;0
FRIDAY   ;6;6;2;1;3;1;2;0;0
THURSDAY ;6;6;28;1;2;1;2;0;0
MONDAY   ;6;13;14;1;4;1;2;0;0
SUNDAY   ;2;7;10;1;3;1;1;0;0
TUESDAY  ;9;6;4;1;2;1;1;0;0
MONDAY   ;9;6;11;1;3;1;2;0;0
FRIDAY   ;8;6;2;1;7;1;1;0;0
WEDNESDAY;5;6;34;1;7;1;1;0;0
FRIDAY   ;9;6;42;1;4;1;2;0;0
FRIDAY   ;6;6;0;1;3;1;2;1;0
TUESDAY  ;9;13;4;1;2;1;1;0;0
TUESDAY  ;10;6;15;1;5;1;2;0;0
THURSDAY ;8;6;164;1;3;1;2;0;0
SUNDAY   ;5;6;18;1;6;1;2;0;0
WEDNESDAY;3;7;0;1;2;1;1;0;0
SATURDAY ;10;6;5;1;7;1;2;0;0
MONDAY   ;5;13;138;1;5;1;1;0;0
SUNDAY   ;10;6;4;1;3;1;2;0;0
SATURDAY ;8;7;14;1;3;1;1;0;0
SATURDAY ;8;6;4;1;5;1;3;0;0
SATURDAY ;4;6;4;1;4;1;2;0;0
TUESDAY  ;10;6;39;1;5;1;2;0;0
SATURDAY ;5;6;39;1;7;1;2;0;0
MONDAY   ;10;6;55;1;2;1;2;0;0
SATURDAY ;9;7;1;1;2;1;3;0;0
WEDNESDAY;9;6;71;1;6;1;1;0;0
FRIDAY   ;4;6;17;1;2;1;2;0;0
THURSDAY ;1;7;7;1;5;1;2;0;0
THURSDAY ;4;6;3;1;2;1;2;0;0
MONDAY   ;7;6;10;1;4;1;2;0;0
THURSDAY ;6;6;6;1;5;1;3;0;0
SUNDAY   ;4;6;255;1;4;1;2;0;0
SUNDAY   ;3;6;80;1;2;1;2;0;0
THURSDAY ;5;6;3;1;2;1;1;0;0
SATURDAY ;7;6;6;1;4;1;2;2;0
SUNDAY   ;5;6;49;1;2;1;2;0;0
THURSDAY ;6;6;11;1;4;1;2;0;0
SUNDAY   ;4;7;0;1;2;1;2;0;0
TUESDAY  ;9;6;25;1;3;1;2;0;0
THURSDAY ;10;6;16;1;3;1;2;0;0
TUESDAY  ;8;7;0;1;2;1;1;0;0
THURSDAY ;4;7;8;1;2;1;2;0;0
FRIDAY   ;7;6;19;1;7;1;2;1;0
SATURDAY ;9;6;32;1;4;1;2;0;0
SATURDAY ;7;6;1;1;5;1;2;0;0
TUESDAY  ;9;6;37;1;4;1;2;0;0
MONDAY   ;5;6;21;1;7;1;1;0;0
SATURDAY ;3;6;7;1;2;1;2;0;0
THURSDAY ;2;7;3;1;2;1;1;0;0
FRIDAY   ;9;6;27;1;3;1;2;0;0
SATURDAY ;5;6;20;1;5;1;2;0;0
SUNDAY   ;1;7;17;1;5;1;1;0;0
MONDAY   ;11;6;70;1;6;1;1;0;0
FRIDAY   ;4;1;135;1;3;1;2;0;0
THURSDAY ;4;7;19;1;3;1;2;0;0
MONDAY   ;10;6;77;1;6;1;2;0;0
WEDNESDAY;10;6;47;1;2;1;2;0;0
SUNDAY   ;3;6;7;1;3;1;2;0;0
FRIDAY   ;1;7;24;1;2;1;2;0;0
SUNDAY   ;6;6;43;1;5;1;2;0;0
MONDAY   ;2;6;18;1;3;1;2;0;0
FRIDAY   ;3;13;2;1;3;1;1;0;0
FRIDAY   ;2;1;71;1;2;1;2;0;0
THURSDAY ;6;7;42;1;3;1;2;0;0
MONDAY   ;9;6;14;1;4;1;2;0;0
WEDNESDAY;7;6;0;1;3;1;1;0;0
THURSDAY ;10;6;16;1;3;1;2;0;0
TUESDAY  ;1;7;35;1;2;1;2;0;0
TUESDAY  ;9;6;3;1;4;1;2;0;0
SATURDAY ;6;6;29;1;2;1;2;0;0
THURSDAY ;5;6;22;1;6;1;1;0;0
MONDAY   ;2;7;14;1;5;1;2;0;0
TUESDAY  ;5;6;35;1;2;1;2;0;0
THURSDAY ;1;7;15;1;3;1;1;1;0
SUNDAY   ;5;6;13;1;2;1;2;0;0
MONDAY   ;2;6;40;1;3;1;2;0;0
MONDAY   ;5;7;177;1;7;1;1;0;0
FRIDAY   ;6;6;4;1;7;1;1;0;0
MONDAY   ;2;6;5;1;2;1;1;0;0
MONDAY   ;1;7;7;1;2;1;2;0;0
THURSDAY ;1;7;7;1;3;1;2;1;0
THURSDAY ;3;6;4;1;2;1;2;0;0
FRIDAY   ;3;6;44;1;3;1;2;0;0
SUNDAY   ;4;6;28;1;7;1;2;0;0
SUNDAY   ;10;13;110;1;4;1;1;0;0
THURSDAY ;8;6;40;1;5;1;2;0;0
WEDNESDAY;6;6;44;1;3;1;2;0;0
MONDAY   ;5;6;68;1;6;1;2;0;0
FRIDAY   ;5;6;0;1;2;1;2;0;0
THURSDAY ;7;6;37;1;4;1;2;0;0
SUNDAY   ;8;6;87;1;6;1;2;0;0
THURSDAY ;5;6;56;1;3;1;2;0;0
MONDAY   ;4;6;12;1;3;1;2;0;0
THURSDAY ;3;6;30;1;3;1;1;0;0
MONDAY   ;4;6;18;1;6;1;2;0;0
WEDNESDAY;9;6;22;1;2;1;2;0;0
SATURDAY ;9;6;4;1;2;1;3;0;0
FRIDAY   ;6;6;64;1;2;1;2;0;0
FRIDAY   ;3;6;36;1;6;1;2;0;0
SATURDAY ;5;6;13;1;2;1;2;0;0
FRIDAY   ;8;6;1;1;7;1;2;0;0
SATURDAY ;9;6;25;1;4;1;2;0;0
MONDAY   ;4;6;53;1;2;1;2;0;0
MONDAY   ;9;7;7;1;2;1;1;0;0
SUNDAY   ;9;6;1;1;2;1;2;0;0
FRIDAY   ;5;6;2;1;5;1;1;0;0
TUESDAY  ;2;13;19;1;3;1;1;0;0
THURSDAY ;8;6;12;1;7;1;2;0;0
FRIDAY   ;6;6;25;1;2;1;2;0;0
WEDNESDAY;3;6;14;1;3;1;1;0;0
SATURDAY ;4;6;15;1;7;1;2;0;0
MONDAY   ;1;7;1;1;5;1;1;0;0
WEDNESDAY;6;6;14;1;4;1;2;0;0
TUESDAY  ;9;6;29;1;3;1;1;0;0
FRIDAY   ;9;6;22;1;3;1;2;0;0
SATURDAY ;10;6;32;1;4;1;2;0;0
TUESDAY  ;9;6;15;1;4;1;2;0;0
SUNDAY   ;5;6;12;1;6;1;2;0;0
SUNDAY   ;7;6;12;1;7;1;2;0;0
TUESDAY  ;11;6;51;1;2;1;2;0;0
THURSDAY ;9;6;5;1;3;1;1;1;0
SUNDAY   ;7;1;17;1;5;1;2;0;0
MONDAY   ;8;12;28;1;10;1;1;0;0
SUNDAY   ;4;1;19;1;3;1;1;0;0
SUNDAY   ;7;1;13;1;2;1;2;0;0
WEDNESDAY;6;12;1;1;3;1;2;0;0
SATURDAY ;9;1;10;1;6;1;1;0;0
SATURDAY ;10;13;8;1;6;1;1;0;0
MONDAY   ;12;7;33;1;3;1;1;0;0
THURSDAY ;11;7;14;1;3;1;2;0;0
THURSDAY ;12;7;7;1;3;1;2;0;0
THURSDAY ;11;6;36;1;3;1;2;0;0
SUNDAY   ;11;6;7;1;4;1;1;0;0
SATURDAY ;12;6;40;1;3;1;2;0;0
THURSDAY ;11;7;22;1;4;1;2;0;0
WEDNESDAY;12;7;20;1;5;1;2;0;0
THURSDAY ;11;7;24;1;3;1;3;0;0
MONDAY   ;12;6;13;1;4;1;2;0;0
FRIDAY   ;11;6;28;1;4;1;2;0;0
SATURDAY ;11;6;18;1;5;1;1;0;0
FRIDAY   ;12;6;4;1;3;1;2;0;0
THURSDAY ;11;7;35;1;4;1;2;0;0
TUESDAY  ;12;6;6;1;4;1;2;0;0
TUESDAY  ;10;7;33;1;4;1;2;1;0
TUESDAY  ;11;7;6;1;5;1;1;0;0
FRIDAY   ;11;12;39;1;5;1;2;0;0
MONDAY   ;12;6;16;1;4;1;1;1;0
SUNDAY   ;12;1;167;1;4;1;2;0;0
MONDAY   ;12;6;19;1;4;1;1;0;0
WEDNESDAY;10;1;2;1;4;1;1;0;0
SATURDAY ;11;6;2;1;5;1;2;0;0
SATURDAY ;10;7;7;1;7;1;2;0;0
MONDAY   ;12;6;47;1;6;1;1;1;0
SATURDAY ;12;6;9;1;7;1;2;0;0
FRIDAY   ;12;6;46;1;5;1;1;1;0
FRIDAY   ;11;6;25;1;5;1;2;0;0
SUNDAY   ;11;6;12;1;7;1;2;0;0
MONDAY   ;12;6;57;1;4;1;3;0;0
MONDAY   ;12;6;13;1;5;1;2;1;0
SUNDAY   ;11;6;0;1;3;1;3;0;0
SUNDAY   ;12;6;33;1;6;1;2;1;0
SUNDAY   ;12;6;223;1;4;1;2;0;0
FRIDAY   ;12;6;0;1;5;1;2;0;0
MONDAY   ;12;6;5;1;6;1;1;0;0
THURSDAY ;12;6;57;1;5;1;2;0;0
THURSDAY ;12;6;57;1;5;1;2;0;0
THURSDAY ;12;6;25;1;3;1;2;0;0
